beta,blocks,label,rel_cut,seesaw_M,tol_rel_blocks,x,y
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.92,0.5
0.5,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,0.5
0.5,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,0.5
0.5,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.98,0.5
0.5,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,1.0,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,0.5
0.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,0.5
0.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.16,0.5
0.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.18,0.5
0.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.2,0.5
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,0.6
0.6,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,0.6
0.6,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,0.6
0.6,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,0.6
0.6,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.98,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,0.6
0.6,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,0.6
0.6,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.18,0.6
0.6,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.2,0.6
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,0.7
0.7,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,0.7
0.7,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,0.7
0.7,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,0.7
0.7,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.98,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,0.7
0.7,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,1.02,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,0.7
0.7,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.12,0.7
0.7,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.14,0.7
0.7,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.16,0.7
0.7,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.18,0.7
0.7,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,0.7
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.92,0.8
0.8,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,0.8
0.8,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,0.8
0.8,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.98,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,0.8
0.8,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.06,0.8
0.8,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.08,0.8
0.8,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.1,0.8
0.8,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.12,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,0.8
0.8,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,0.8
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,0.9
0.9,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,0.9
0.9,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,0.9
0.9,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.98,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,0.9
0.9,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.02,0.9
0.9,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.04,0.9
0.9,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.06,0.9
0.9,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.08,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,0.9
0.9,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,0.9
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,1.0
1.0,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.9,1.0
1.0,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.0
1.0,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,1.0
1.0,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.96,1.0
1.0,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.98,1.0
1.0,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.0,1.0
1.0,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.02,1.0
1.0,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.04,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,1.0
1.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,1.0
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,1.1
1.1,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.9,1.1
1.1,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.1
1.1,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.94,1.1
1.1,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.96,1.1
1.1,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.98,1.1
1.1,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,1.0,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,1.1
1.1,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,1.1
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.86,1.2
1.2,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.88,1.2
1.2,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.9,1.2
1.2,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.2
1.2,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.94,1.2
1.2,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.96,1.2
1.2,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.98,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,1.2
1.2,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,1.2
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,1.3
1.3,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.86,1.3
1.3,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.88,1.3
1.3,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.9,1.3
1.3,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.3
1.3,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.94,1.3
1.3,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.96,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.98,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,1.3
1.3,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,1.3
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.78,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.8,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.82,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.84,1.4
1.4,"[[0], [1, 2]]",1⊕2,0.15,1000000.0,0.03,0.86,1.4
1.4,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.88,1.4
1.4,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.9,1.4
1.4,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.4
1.4,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.94,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.96,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.98,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,1.4
1.4,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,1.4
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.6,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.62,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.64,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.66,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.68,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.7,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.72,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.74,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.76,1.5
1.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.78,1.5
1.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.8,1.5
1.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.82,1.5
1.5,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.84,1.5
1.5,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.86,1.5
1.5,"[[0, 1, 2]]",3D,0.15,1000000.0,0.03,0.88,1.5
1.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.9,1.5
1.5,"[[0, 1], [2]]",1⊕2,0.15,1000000.0,0.03,0.92,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.94,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.96,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.98,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,1.5
1.5,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,1.5
